#separator:tab
#html:true
#columns:Front	Back	Extra	Tags
#notetype:Basic
#tags column:4
enable new uses outside medicine	<b>核心意思</b>：使医学之外的新用途成为可能。<br><b>原文句</b>：The same advances in genetics that enable new treatments are also likely to enable new uses for genetic information outside medicine.<br>译：推动新疗法的同一批遗传学进展，也很可能使遗传信息在医学之外产生新的用途。<br><b>怎么记</b>：enable = make possible；outside medicine 是风险扩展点。<br><b>怎么考</b>：长句主干：advances are likely to enable uses；that 从句修饰 advances。<br><b>真实例句</b>：<br>1. AI can enable new uses of personal data outside education. 译：AI 可以让个人数据在教育之外产生新用途。<br>2. The same technology that improves health care may enable new forms of surveillance. 译：同一种改善医疗的技术也可能使新的监控形式成为可能。		外刊精读
setting premiums	<b>核心意思</b>：设定保费。<br><b>原文句</b>：In America some insurers can already use genetic-test results when setting premiums.<br>译：在美国，一些保险公司在设定保费时已经可以使用基因检测结果。<br><b>怎么记</b>：premium 在保险中是保费，不是“高级的”。<br><b>怎么考</b>：熟词僻义；金融保险语境中 premium 常作名词。<br><b>真实例句</b>：<br>1. Insurers use age and health data when setting premiums. 译：保险公司在设定保费时使用年龄和健康数据。<br>2. Using genetic data when setting premiums may deepen inequality. 译：在设定保费时使用基因数据可能加深不平等。		外刊精读
blackmail	<b>核心意思</b>：勒索；敲诈。<br><b>原文句</b>：Insights from DNA could be used for blackmail, for instance around questions of paternity.<br>译：DNA 洞察还可能被用于勒索，例如围绕亲子关系的问题。<br><b>怎么记</b>：blackmail 是用秘密威胁他人以获利；可作名词或动词。<br><b>怎么考</b>：隐私风险类强负面词；说明信息泄露的非医学后果。<br><b>真实例句</b>：<br>1. Private messages can be used for blackmail if they are leaked. 译：私人信息如果泄露，可能被用于勒索。<br>2. Genetic secrets could become tools for blackmail. 译：遗传秘密可能成为勒索工具。		外刊精读
paternity	<b>核心意思</b>：父亲身份；亲子关系中的父系身份。<br><b>原文句</b>：Insights from DNA could be used for blackmail, for instance around questions of paternity.<br>译：DNA 洞察还可能被用于勒索，例如围绕亲子关系的问题。<br><b>怎么记</b>：paternal = 父亲的；paternity 指法律或生物学上的父亲身份。<br><b>怎么考</b>：家庭、法律、隐私语境可能出现；结合 DNA 判断。<br><b>真实例句</b>：<br>1. A DNA test can raise questions of paternity. 译：DNA 检测可能引发父亲身份问题。<br>2. Paternity disputes can involve sensitive personal information. 译：父亲身份争议可能涉及敏感个人信息。		外刊精读
mission creep	"<b>核心意思</b>：任务蔓延；项目目标逐渐扩大并偏离原始边界。<br><b>原文句</b>：Jan Friedman worries that many of the proposed screening programmes suffer from ""mission creep"".<br>译：Jan Friedman 担心，许多拟议中的筛查项目存在“任务蔓延”。<br><b>怎么记</b>：creep = 慢慢爬行；mission creep 指项目目标不知不觉扩张。<br><b>怎么考</b>：政策伦理高频概念；常带批判色彩。<br><b>真实例句</b>：<br>1. A health app may suffer from mission creep if it starts selling users' data. 译：如果健康应用开始出售用户数据，它就可能出现任务蔓延。<br>2. School safety systems can suffer from mission creep when they become tools of surveillance. 译：学校安全系统如果变成监控工具，就可能出现任务蔓延。"	<b>作文可用</b>：Digital projects must guard against mission creep. 译：数字项目必须防范任务蔓延。	外刊精读
sign up to both A and B	"<b>核心意思</b>：同意同时参加 A 和 B；报名/签署同意两件事。<br><b>原文句</b>：Many of the proposed screening programmes suffer from ""mission creep"", with most requiring parents to sign up to both screening and the long-term storage of their child's data for research.<br>译：许多拟议中的筛查项目存在“任务蔓延”：多数项目要求父母同时同意筛查，以及为研究目的长期储存孩子的数据。<br><b>怎么记</b>：sign up to 在英式英语中可指同意某安排；both A and B 是并列对象。<br><b>怎么考</b>：结构题重点：with + 宾语 + doing 补充说明任务蔓延如何体现。<br><b>真实例句</b>：<br>1. Users should not be forced to sign up to both a service and data sharing. 译：用户不应被迫同时同意服务和数据共享。<br>2. Parents may sign up to both screening and follow-up care. 译：父母可能同时同意筛查和后续护理。"		外刊精读
outweigh the costs	<b>核心意思</b>：收益超过成本；利大于弊。<br><b>原文句</b>：Screening programmes are usually judged on whether the benefits to the patients outweigh the costs.<br>译：筛查项目通常根据患者获得的收益是否超过成本来评判。<br><b>怎么记</b>：outweigh = weigh more than，引申为重要性超过。<br><b>怎么考</b>：政策评估、作文高频；常见 benefits outweigh costs/risks。<br><b>真实例句</b>：<br>1. The benefits of vaccination usually outweigh the risks. 译：接种疫苗的收益通常超过风险。<br>2. A reform is worthwhile only if its benefits outweigh the costs. 译：一项改革只有在收益超过成本时才值得推进。	<b>作文可用</b>：A public policy should be judged on whether its long-term benefits outweigh its social costs. 译：公共政策应根据其长期收益是否超过社会成本来评判。	外刊精读
accrue to other people	<b>核心意思</b>：收益归于他人；好处累积到别人那里。<br><b>原文句</b>：Medical research, by contrast, is justified by benefits that are uncertain and often accrue to other people.<br>译：相比之下，医学研究的正当性来自一些不确定、且往往由他人获得的收益。<br><b>怎么记</b>：accrue = accumulate or be received over time；常用于 benefits, interest, advantages。<br><b>怎么考</b>：经济和伦理文章高频；看清收益归属是推理关键。<br><b>真实例句</b>：<br>1. The benefits of basic research often accrue to future generations. 译：基础研究的收益常常归于后代。<br>2. The costs fall on workers while the benefits accrue to shareholders. 译：成本落在工人身上，而收益归于股东。		外刊精读
incapable of consenting	<b>核心意思</b>：无法同意；没有作出知情同意的能力。<br><b>原文句</b>：Current genomic-screening trials for newborns are trying to do both at once, and with patients who are incapable of consenting to boot.<br>译：目前的新生儿基因组筛查试验试图同时做这两件事，而且面对的是无法同意的患者。<br><b>怎么记</b>：be incapable of doing = 无法做某事；consent = 同意/知情同意。<br><b>怎么考</b>：伦理题核心：对象是新生儿，无法为长期数据使用作出同意。<br><b>真实例句</b>：<br>1. Children are incapable of consenting to the long-term sale of their data. 译：儿童无法同意长期出售自己的数据。<br>2. Patients who are incapable of consenting need stronger legal protection. 译：无法作出同意的患者需要更强的法律保护。	<b>作文可用</b>：When people are incapable of consenting, society should offer stronger protection. 译：当人们无法作出同意时，社会应提供更强保护。	外刊精读
to boot	<b>核心意思</b>：此外；而且；更有甚者。<br><b>原文句</b>：Current genomic-screening trials for newborns are trying to do both at once, and with patients who are incapable of consenting to boot.<br>译：目前的新生儿基因组筛查试验试图同时做这两件事，而且面对的是无法同意的患者。<br><b>怎么记</b>：to boot 是外刊常见加强补充，语气偏口语但常用于严肃文章。<br><b>怎么考</b>：阅读中提示作者追加一个更严重的问题。<br><b>真实例句</b>：<br>1. The plan is costly and unfair to boot. 译：这个计划成本高，而且还不公平。<br>2. The app collects too much data and stores it indefinitely to boot. 译：这个应用收集过多数据，而且还无限期储存。		外刊精读
the ethics look tricky	<b>核心意思</b>：伦理问题看起来棘手。<br><b>原文句</b>：The benefits could be enormous. But the ethics look tricky.<br>译：其收益可能巨大。但伦理问题看起来相当棘手。<br><b>怎么记</b>：tricky = difficult/delicate；ethics 作复数常指伦理问题。<br><b>怎么考</b>：结尾态度句；作者承认收益但强调伦理复杂。<br><b>真实例句</b>：<br>1. The technology is powerful, but the ethics look tricky. 译：这项技术很强大，但伦理问题看起来棘手。<br>2. The policy could save money, but the ethics look tricky. 译：这项政策可能省钱，但伦理问题看起来棘手。	<b>作文可用</b>：The benefits of artificial intelligence could be enormous, but the ethics look tricky. 译：人工智能的收益可能巨大，但伦理问题看起来棘手。	外刊精读
"用 ""genes are not always destiny"" 写一句健康/个人品质作文句：如何表达“先天因素不等于最终结果”？"	<b>原文句</b>：One is that genes are not always destiny.<br>译：其中之一是：基因并不总是命运。<br><b>表达功能</b>：反驳决定论，强调后天环境、选择和治理。<br><b>可复用句型</b>：A is not always destiny; B also shapes the final outcome.<br><b>考研作文成句</b>：Genes are not always destiny; lifestyle, education and social support also shape people's health.<br>译：基因并不总是命运；生活方式、教育和社会支持也塑造人的健康。	<b>适配话题</b>：健康、教育、个人品质、社会责任<br><b>替换槽位</b>：A = genes/talent/technology; B = habits/education/governance/support<br><b>多场景改写</b>：<br>1. Talent is not always destiny; discipline and guidance can change a young person's future. 译：天赋并不总是命运；自律和指导可以改变年轻人的未来。<br>2. Technology is not always destiny; responsible governance decides whether it serves society. 译：技术并不总是命运；负责任的治理决定它是否服务社会。<br>3. Family background is not always destiny; fair education can open new possibilities. 译：家庭背景并不总是命运；公平教育可以打开新的可能性。<br><b>常见错误</b>：不要把 destiny 用成 destination；destiny 是命运，destination 是目的地。<br><b>记忆抓手</b>：not always destiny = 不等于必然结果。	外刊精读
"用 ""hand over sensitive data"" 写一句数据隐私作文句：如何表达“不应强迫个人交出敏感数据”？"	<b>原文句</b>：Critics fret that genomic sequencing may cause needless worry, and require parents to hand over sensitive data about their children.<br>译：批评者担心，基因组测序可能造成不必要的焦虑，并要求父母交出关于孩子的敏感数据。<br><b>表达功能</b>：表达隐私保护和制度边界。<br><b>可复用句型</b>：No one should be required to hand over sensitive data unless A.<br><b>考研作文成句</b>：No one should be required to hand over sensitive data unless clear safeguards are in place.<br>译：除非有明确保护措施，否则任何人都不应被要求交出敏感数据。	<b>适配话题</b>：科技生活、道德文明、社会责任、职场生活<br><b>替换槽位</b>：A = safeguards/consent/public interest/legal limits<br><b>多场景改写</b>：<br>1. Students should not be required to hand over sensitive data for ordinary school services. 译：学生不应为普通学校服务交出敏感数据。<br>2. Workers should not be forced to hand over sensitive data unrelated to their jobs. 译：劳动者不应被迫交出与工作无关的敏感数据。<br>3. Citizens should hand over sensitive data only when the public interest is clear and limited. 译：只有当公共利益明确且有限时，公民才应交出敏感数据。<br><b>常见错误</b>：hand over 带有移交控制权的意味，比 provide 更强。<br><b>记忆抓手</b>：data = 敏感资产，hand over = 交出控制。	外刊精读
"用 ""outweigh the costs"" 写一句公共政策作文句：如何表达“政策应当利大于弊”？"	<b>原文句</b>：Screening programmes are usually judged on whether the benefits to the patients outweigh the costs.<br>译：筛查项目通常根据患者获得的收益是否超过成本来评判。<br><b>表达功能</b>：评估政策、改革或技术应用是否值得。<br><b>可复用句型</b>：A should be judged on whether its benefits outweigh its costs/risks.<br><b>考研作文成句</b>：A public policy should be judged on whether its long-term benefits outweigh its social costs.<br>译：公共政策应根据其长期收益是否超过社会成本来评判。	<b>适配话题</b>：公共政策、环保、教育改革、健康<br><b>替换槽位</b>：A = policy/reform/technology/screening programme<br><b>多场景改写</b>：<br>1. A green policy is worthwhile when its long-term benefits outweigh its short-term costs. 译：当长期收益超过短期成本时，绿色政策就是值得的。<br>2. Education reform should be judged on whether its benefits to students outweigh the burden it creates. 译：教育改革应根据其给学生带来的收益是否超过其造成的负担来评判。<br>3. The use of AI in schools should be accepted only when its benefits outweigh its risks. 译：只有当收益超过风险时，学校使用 AI 才应被接受。<br><b>常见错误</b>：outweigh 后直接接 costs/risks，不加 than。<br><b>记忆抓手</b>：天平意象：benefits 更重。	外刊精读
"用 ""mission creep"" 写一句科技治理作文句：如何表达“数字项目必须防止目标不断扩张”？"	"<b>原文句</b>：Jan Friedman worries that many of the proposed screening programmes suffer from ""mission creep"".<br>译：Jan Friedman 担心，许多拟议中的筛查项目存在“任务蔓延”。<br><b>表达功能</b>：批评项目从原始目标扩张到更宽、更敏感用途。<br><b>可复用句型</b>：A must guard against mission creep, especially when it involves B.<br><b>考研作文成句</b>：Digital health projects must guard against mission creep, especially when they involve children's data.<br>译：数字健康项目必须防范任务蔓延，尤其是在涉及儿童数据时。"	<b>适配话题</b>：科技监管、健康、社会责任、道德文明<br><b>替换槽位</b>：A = digital projects/school platforms/health programmes; B = personal data/children's data/surveillance<br><b>多场景改写</b>：<br>1. School safety platforms must guard against mission creep when they collect students' data. 译：学校安全平台在收集学生数据时必须防范任务蔓延。<br>2. Environmental monitoring systems must guard against mission creep into unnecessary surveillance. 译：环境监测系统必须防范蔓延为不必要的监控。<br>3. Workplace management apps must guard against mission creep when they track employees. 译：职场管理应用在追踪员工时必须防范任务蔓延。<br><b>常见错误</b>：mission creep 是批判性表达，不适合用于赞美项目发展。<br><b>记忆抓手</b>：任务边界慢慢爬出去 = creep。	外刊精读
"用 ""incapable of consenting"" 写一句儿童权益作文句：如何表达“儿童无法同意长期数据使用，需要更强保护”？"	<b>原文句</b>：Current genomic-screening trials for newborns are trying to do both at once, and with patients who are incapable of consenting to boot.<br>译：目前的新生儿基因组筛查试验试图同时做这两件事，而且面对的是无法同意的患者。<br><b>表达功能</b>：强调弱势群体和知情同意。<br><b>可复用句型</b>：When A are incapable of consenting, B should provide stronger protection.<br><b>考研作文成句</b>：When children are incapable of consenting to long-term data use, society should provide stronger protection.<br>译：当儿童无法同意长期数据使用时，社会应提供更强保护。	<b>适配话题</b>：儿童权益、数据隐私、教育、社会责任<br><b>替换槽位</b>：A = children/patients/users; B = schools/governments/society/institutions<br><b>多场景改写</b>：<br>1. When patients are incapable of consenting, hospitals should follow stricter ethical rules. 译：当患者无法作出同意时，医院应遵守更严格的伦理规则。<br>2. When students are incapable of understanding data risks, schools should protect them by default. 译：当学生无法理解数据风险时，学校应默认保护他们。<br>3. When elderly patients are incapable of consenting, families and doctors must act carefully. 译：当老年患者无法作出同意时，家人和医生必须谨慎行动。<br><b>常见错误</b>：consent 是名词/动词“同意”，常指知情同意。<br><b>记忆抓手</b>：无法同意 = 需要保护。	外刊精读
"用 ""the benefits could be enormous, but the ethics look tricky"" 写一句科技伦理作文句：如何表达“收益很大但伦理复杂”？"	<b>原文句</b>：The benefits could be enormous. But the ethics look tricky.<br>译：其收益可能巨大。但伦理问题看起来相当棘手。<br><b>表达功能</b>：平衡让步：先承认收益，再指出伦理复杂性。<br><b>可复用句型</b>：The benefits of A could be enormous, but the ethics look tricky.<br><b>考研作文成句</b>：The benefits of gene technology could be enormous, but the ethics look tricky.<br>译：基因技术的收益可能巨大，但伦理问题看起来棘手。	<b>适配话题</b>：科技创新、健康、AI、社会责任<br><b>替换槽位</b>：A = artificial intelligence/gene technology/data sharing/new screening tools<br><b>多场景改写</b>：<br>1. The benefits of artificial intelligence could be enormous, but the ethics look tricky. 译：人工智能的收益可能巨大，但伦理问题看起来棘手。<br>2. The benefits of collecting health data could be enormous, but the ethics look tricky. 译：收集健康数据的收益可能巨大，但伦理问题看起来棘手。<br>3. The benefits of facial recognition could be enormous, but the ethics look tricky. 译：人脸识别的收益可能巨大，但伦理问题看起来棘手。<br><b>常见错误</b>：tricky 比 difficult 更口语，但外刊常用；作文中可替换为 complicated。<br><b>记忆抓手</b>：benefits 大，ethics 难。	外刊精读
